timstamp,high,low,open,close
1600300800000,0.30000000,15.00000000,0.30000000,3.46170000
1600387200000,3.46180000,8.60000000,3.22850000,6.90000000
1600473600000,6.90000000,7.49630000,5.19000000,5.72440000
1600560000000,5.72440000,6.09000000,4.65000000,5.22300000
1600646400000,5.22000000,5.65000000,4.06000000,4.24710000
1600732800000,4.25050000,4.55400000,3.68280000,3.91050000
1600819200000,3.90790000,5.34750000,3.90080000,4.38000000
1600905600000,4.38000000,5.28880000,4.26000000,5.16400000
1600992000000,5.15900000,5.55250000,4.76050000,4.91450000
1601078400000,4.91340000,4.98970000,4.67520000,4.86840000
1601164800000,4.86380000,5.21330000,4.70000000,4.84580000
1601251200000,4.84600000,4.95000000,4.18000000,4.25030000
1601337600000,4.24750000,4.41350000,4.12000000,4.38260000
1601424000000,4.38260000,4.38540000,3.95000000,4.15540000
1601510400000,4.15540000,4.51400000,3.90380000,4.23970000
1601596800000,4.23960000,4.23960000,3.56900000,3.89040000
1601683200000,3.89000000,4.11950000,3.83000000,3.90410000
1601769600000,3.90010000,3.94470000,3.61000000,3.72620000
1601856000000,3.72350000,3.80000000,3.18170000,3.31900000
1601942400000,3.31900000,3.34090000,2.63000000,2.71430000
1602028800000,2.71430000,3.00000000,2.47790000,2.96210000
1602115200000,2.96290000,3.46540000,2.64280000,3.34990000
1602201600000,3.34990000,3.60000000,3.17490000,3.38340000
1602288000000,3.38000000,3.65780000,3.26640000,3.29890000
1602374400000,3.29560000,3.45100000,3.17760000,3.36260000
1602460800000,3.36000000,3.59940000,3.28200000,3.45990000
1602547200000,3.45540000,3.50000000,3.29310000,3.35460000
1602633600000,3.35110000,3.44000000,2.97000000,3.11230000
1602720000000,3.11050000,3.16740000,2.91500000,3.07930000
1602806400000,3.07650000,3.38030000,2.88130000,3.04260000
1602892800000,3.04360000,3.12490000,2.97030000,3.05660000
1602979200000,3.05740000,3.29100000,3.04720000,3.28110000
1603065600000,3.27970000,3.28850000,3.11000000,3.17030000
1603152000000,3.17030000,3.19100000,2.80080000,2.85820000
1603238400000,2.85820000,3.08840000,2.83890000,2.93710000
1603324800000,2.93590000,3.14840000,2.91940000,3.04320000
1603411200000,3.04180000,3.12190000,2.96210000,3.01100000
1603497600000,3.01230000,3.08500000,2.92720000,2.93990000
1603584000000,2.93900000,2.96600000,2.71010000,2.77260000
1603670400000,2.77170000,2.87800000,2.52000000,2.71140000
1603756800000,2.71090000,2.91310000,2.69920000,2.80960000
1603843200000,2.80860000,2.85930000,2.59520000,2.66110000
1603929600000,2.65940000,2.73950000,2.48640000,2.53910000
1604016000000,2.53880000,2.56630000,2.23300000,2.41340000
1604102400000,2.41360000,2.41380000,2.24000000,2.26620000
1604188800000,2.26480000,2.45370000,2.21900000,2.37650000
1604275200000,2.37640000,2.45410000,2.22280000,2.25400000
1604361600000,2.25260000,2.28100000,2.05540000,2.13800000
1604448000000,2.13600000,2.16640000,1.87580000,1.92810000
1604534400000,1.92710000,2.43100000,1.75630000,2.19010000
1604620800000,2.18920000,2.68770000,2.17350000,2.56570000
1604707200000,2.56810000,3.02870000,2.42200000,2.47550000
1604793600000,2.47550000,2.92290000,2.43170000,2.86530000
1604880000000,2.86250000,2.87850000,2.57310000,2.68220000
1604966400000,2.67920000,3.17660000,2.62670000,3.07590000
1605052800000,3.07720000,3.21610000,2.87210000,2.93080000
1605139200000,2.93090000,3.13870000,2.83330000,2.95820000
1605225600000,2.95940000,3.98590000,2.93500000,3.86140000
